Company,Quarter,Sales,Total_Assets,Total_Liabilities,Short_Term_Debt,Long_Term_Debt,EBIT,Interest_Expense,Operating_Cash_Flow,Market_Cap,Retained_Earnings,Current_Assets,Current_Liabilities,RBI_Repo_Rate
Sun Pharma,2023-03-31,11201.42,80140.65,79573.34,2051.18,4786.08,2973.53,43.29,1265.73,302838.88,55360.32,36329.15,17455.0,6.5
Sun Pharma,2023-06-30,11414.06,83179.0,84513.06,997.95,2328.56,3063.86,59.08,2856.05,344191.72,59610.95,41301.74,18503.47,6.5
Sun Pharma,2023-09-30,12113.76,82186.51,81361.38,972.34,2268.79,3251.68,60.32,3031.12,322790.94,59650.7,39761.51,17356.23,6.5
Sun Pharma,2023-12-31,12399.92,85853.75,87567.02,1001.8,2337.53,3328.5,58.54,3102.73,310032.61,63075.41,42794.22,19246.03,6.5
Sun Pharma,2024-03-31,12920.03,86549.98,87789.45,996.27,2324.62,3468.11,60.23,3232.87,344266.75,64335.33,42902.92,19188.32,6.5
Sun Pharma,2024-06-30,11905.38,86664.04,86356.18,706.08,1647.53,3422.3,56.69,3186.36,336004.61,66343.14,41646.55,16223.44,6.25
Sun Pharma,2024-09-30,12512.49,89623.77,90640.96,716.64,1672.17,3596.82,57.43,3348.85,360924.61,69155.17,43712.95,17283.07,6.25
Sun Pharma,2024-12-31,13646.69,89295.45,88338.26,701.0,1635.68,3922.86,58.11,3652.41,329393.23,69426.29,42602.44,16476.45,6.25
Sun Pharma,2025-03-31,14020.64,92872.31,93846.73,716.03,1670.75,4030.35,58.04,3752.49,330796.46,72733.2,45258.98,17879.16,6.25
Sun Pharma,2025-06-30,13718.24,96371.01,96615.39,1391.62,3247.11,4160.62,85.16,2914.15,407975.3,77275.71,42798.17,18331.22,6.0
Sun Pharma,2025-09-30,14636.38,100671.42,100997.4,1392.59,3249.39,4439.08,85.04,3109.19,431403.47,79419.83,44739.29,19176.06,6.0
Sun Pharma,2025-12-31,15582.67,105433.21,106307.88,1399.62,3265.77,4726.08,84.55,3310.2,392910.75,81920.76,47091.7,20286.1,6.0
Sun Pharma,2026-03-31,15096.63,110648.19,112543.29,1411.87,3294.37,4578.67,85.08,3206.96,427464.93,84757.22,49853.83,21664.07,6.0
TCS,2014-06-30,24230.48,67382.48,66948.61,106.71,248.99,6267.55,26.14,4958.59,420810.48,46355.67,52278.32,20254.29,7.75
TCS,2014-09-30,23982.79,70730.56,71825.71,109.06,254.48,6203.48,26.41,4907.9,450523.96,48658.97,56086.71,22209.24,7.75
TCS,2014-12-31,23863.65,70517.51,69563.07,105.95,247.21,6172.66,25.57,4883.52,458712.11,48512.41,54319.88,20894.95,7.75
TCS,2015-03-31,23813.1,72149.23,70999.09,105.69,246.61,6159.58,25.49,4873.17,442494.84,49634.94,55441.22,21274.27,7.75
TCS,2015-06-30,26354.9,77211.47,77361.98,73.64,171.83,7441.5,8.14,4635.38,497788.28,65687.17,45585.13,14901.88,6.75
TCS,2015-09-30,27409.15,81490.3,82181.92,74.12,172.96,7739.18,8.16,4820.81,462656.15,67902.7,48425.26,15933.62,6.75
TCS,2015-12-31,26876.96,85053.79,85562.87,73.94,172.53,7588.91,8.33,4727.2,509945.6,69516.73,50417.46,16547.97,6.75
TCS,2016-03-31,27418.36,86856.01,85444.33,72.31,168.71,7741.78,8.27,4822.43,472737.78,69723.07,50347.62,16159.74,6.75
TCS,2016-06-30,29076.03,93538.42,95308.21,88.34,206.13,7963.95,7.92,6216.92,531663.03,81071.14,43877.0,15022.28,6.25
TCS,2016-09-30,30185.22,96435.96,97573.18,87.72,204.69,8267.76,8.04,6454.08,541143.27,82679.78,44919.72,15271.69,6.25
TCS,2016-12-31,29627.58,97617.83,96427.84,85.64,199.83,8115.02,8.0,6334.85,560167.47,82844.22,44392.44,14734.69,6.25
TCS,2017-03-31,29103.58,102928.46,103527.39,87.2,203.48,7971.5,7.85,6222.81,512970.13,86517.52,47660.86,16107.95,6.25
TCS,2017-06-30,31589.33,104741.01,106479.14,75.33,175.77,8343.83,13.24,6432.36,593239.07,79870.51,56586.1,20337.21,6.0
TCS,2017-09-30,29881.26,103431.52,103134.4,73.89,172.4,7892.67,13.22,6084.56,651058.62,80458.36,54808.61,19321.16,6.0
TCS,2017-12-31,31632.1,103569.14,102717.59,73.49,171.48,8355.13,13.18,6441.07,594687.14,82132.68,54587.1,19139.84,6.0
TCS,2018-03-31,31424.39,103736.2,102364.78,73.12,170.61,8300.26,12.9,6398.78,611330.7,83814.11,54399.61,18977.97,6.0
TCS,2018-06-30,37573.96,107620.51,107922.11,18.65,43.52,10134.96,49.89,7335.31,634791.77,82621.57,67574.38,23177.33,6.25
TCS,2018-09-30,36868.41,107936.87,106382.95,18.33,42.78,9944.65,50.47,7197.58,680513.76,83399.24,66610.64,22454.94,6.25
TCS,2018-12-31,37444.82,112587.57,113474.83,18.75,43.74,10100.13,49.98,7310.1,700506.27,87528.61,71051.16,24493.25,6.25
TCS,2019-03-31,36307.06,115310.46,116737.36,18.83,43.94,9793.24,49.09,7087.99,712190.92,90173.2,73093.96,25309.8,6.25
TCS,2019-06-30,40101.42,115509.88,115562.29,2453.31,5724.4,10759.11,234.82,8270.48,760131.05,77504.82,69203.46,26781.75,5.15
TCS,2019-09-30,39939.51,117959.32,118912.27,2472.01,5768.02,10715.66,232.39,8237.08,795912.55,80206.22,71209.57,27768.14,5.15
TCS,2019-12-31,40155.41,117980.41,117393.26,2440.0,5693.32,10773.59,229.5,8281.61,710578.35,81250.84,70299.92,27058.4,5.15
TCS,2020-03-31,39421.54,119961.7,119796.62,2448.83,5713.93,10576.69,226.71,8130.26,765131.91,83635.75,71739.15,27712.28,5.15
TCS,2020-06-30,40518.57,120290.95,118031.89,2294.58,5354.03,11487.47,159.83,9576.26,788135.23,78113.23,71433.66,31863.63,4.0
TCS,2020-09-30,41838.7,123193.91,121356.16,2303.62,5375.1,11861.74,158.36,9888.26,854169.43,80540.19,73445.53,32890.0,4.0
TCS,2020-12-31,41709.15,128152.62,128782.57,2350.0,5483.32,11825.01,157.44,9857.64,794671.89,84323.9,77940.04,35605.42,4.0
TCS,2021-03-31,39940.2,130203.29,130414.92,2342.3,5465.37,11323.49,159.45,9439.57,869855.82,86202.89,78927.96,35938.68,4.0
TCS,2021-06-30,48588.81,132811.54,132898.13,2346.93,5476.17,13444.19,199.73,10122.73,926273.67,82168.57,82927.89,41490.04,4.0
TCS,2021-09-30,48787.55,135127.33,134797.46,2339.67,5459.24,13499.18,194.2,10164.14,888981.46,84128.48,84113.07,41952.91,4.0
TCS,2021-12-31,46573.26,140048.18,141930.31,2376.92,5546.15,12886.5,199.63,9702.82,983167.95,87716.89,88563.94,44876.06,4.0
TCS,2022-03-31,47676.62,138987.35,137077.31,2313.17,5397.39,13191.79,193.44,9932.69,915183.08,87553.04,85535.68,42179.14,4.0
TCS,2022-06-30,56530.98,142313.88,143225.81,2321.18,5416.08,14858.51,196.42,10522.24,1030077.08,83837.45,84162.54,45149.36,6.5
TCS,2022-09-30,57902.8,142200.0,142509.16,2311.41,5393.3,15219.07,196.6,10777.58,1086755.32,85741.11,83741.43,44734.47,6.5
TCS,2022-12-31,56092.6,141555.01,140739.5,2293.11,5350.6,14743.28,192.78,10440.64,1111717.52,87300.69,82701.54,43829.15,6.5
TCS,2023-03-31,54722.24,140264.7,137717.5,2264.52,5283.87,14383.1,191.76,10185.57,989214.33,88422.56,80925.75,42353.2,6.5
TCS,2023-06-30,61507.67,143364.0,143215.89,2403.81,5608.9,16416.82,196.08,11320.91,1118845.82,83281.35,91106.78,46185.91,6.5
TCS,2023-09-30,60192.95,142280.98,140421.09,2374.85,5541.31,16065.91,194.29,11078.92,1183134.88,84501.42,89328.87,44738.87,6.5
TCS,2023-12-31,59856.51,145601.31,146388.11,2419.3,5645.04,15976.11,195.4,11017.0,1108795.41,88348.67,93124.78,47513.11,6.5
TCS,2024-03-31,59770.18,145490.25,145508.5,2406.6,5615.4,15953.07,195.48,11001.11,1263996.78,90138.31,92565.22,46979.68,6.5
TCS,2024-06-30,64438.77,146210.85,143699.35,2769.2,6461.47,17012.21,196.32,12343.42,1369804.13,85814.63,93372.11,48517.36,6.25
TCS,2024-09-30,62017.6,154738.17,157462.98,2867.22,6690.17,16373.0,199.68,11879.64,1355458.75,91253.39,102315.36,55046.11,6.25
TCS,2024-12-31,63402.71,155095.33,154836.33,2812.89,6563.42,16738.68,200.14,12144.96,1349060.74,91880.46,100608.63,53102.4,6.25
TCS,2025-03-31,65521.75,161575.7,164556.38,2869.58,6695.68,17298.12,198.09,12550.87,1426146.57,96135.34,106924.46,57573.23,6.25
TCS,2025-06-30,65536.8,161655.16,159073.7,3330.85,7771.98,17769.14,301.47,12785.79,1384373.24,97283.43,99369.81,54126.21,6.0
TCS,2025-09-30,65130.87,166993.66,164129.31,3326.84,7762.63,17659.08,309.0,12706.59,1456554.15,99792.54,102527.93,55779.25,6.0
TCS,2025-12-31,68136.58,177745.54,179981.36,3427.48,7997.45,18474.02,300.9,13292.99,1447645.15,105516.83,112430.35,63016.85,6.0
TCS,2026-03-31,65225.88,182101.41,183040.63,3402.36,7938.84,17684.84,309.16,12725.13,1590593.28,107429.25,114341.42,63618.31,6.0
Tata Steel,2014-06-30,31781.56,145478.22,143800.19,23931.04,55839.1,776.63,1213.34,2706.48,62054.65,27775.53,53211.19,42040.6,7.75
Tata Steel,2014-09-30,35165.11,152994.08,154857.02,24505.1,57178.56,859.31,1219.25,2994.62,59473.98,29210.5,57302.62,46359.11,7.75
Tata Steel,2014-12-31,36824.49,154850.58,154570.39,24166.49,56388.48,899.86,1190.35,3135.93,59103.12,29564.96,57196.55,45633.91,7.75
Tata Steel,2015-03-31,37009.87,161920.09,164780.84,24638.04,57488.76,904.39,1205.85,3151.72,54435.16,30914.71,60974.78,49597.6,7.75
Tata Steel,2015-06-30,23452.46,164842.43,166142.29,24790.05,57843.45,-143.75,1063.31,2634.71,65926.1,39866.76,54453.39,48436.84,6.75
Tata Steel,2015-09-30,24644.61,168910.0,169828.47,24729.84,57702.97,-151.06,1040.74,2768.64,65417.77,40844.8,55661.54,49391.25,6.75
Tata Steel,2015-12-31,26250.87,172131.04,171822.39,24552.0,57287.99,-160.91,1063.91,2949.09,66123.11,41618.19,56315.05,49611.77,6.75
Tata Steel,2016-03-31,27307.61,173481.78,170144.99,24123.01,56287.03,-167.38,1041.31,3067.8,67270.28,41939.51,55765.28,48269.07,6.75
Tata Steel,2016-06-30,25998.77,178152.31,180562.04,25241.06,58895.8,3043.02,1278.13,2505.91,75616.3,34546.37,54656.44,54773.85,6.25
Tata Steel,2016-09-30,28274.14,174585.12,174504.78,24892.74,58083.06,3309.34,1269.82,2725.22,70989.83,34990.44,52822.89,52205.87,6.25
Tata Steel,2016-12-31,28865.97,172008.22,170473.99,24682.07,57591.49,3378.61,1271.68,2782.26,76983.69,35607.32,51602.77,50568.37,6.25
Tata Steel,2017-03-31,29625.63,171446.29,170451.38,24759.68,57772.59,3467.52,1272.71,2855.48,66952.18,36635.16,51595.92,50720.65,6.25
Tata Steel,2017-06-30,27550.84,178499.43,175533.24,27184.73,63431.03,4791.09,1359.57,1793.45,82157.56,54328.5,65683.89,46068.07,6.0
Tata Steel,2017-09-30,30886.24,191796.96,193017.14,27819.97,64913.26,5371.12,1384.64,2010.57,77044.53,57100.67,72226.3,51840.38,6.0
Tata Steel,2017-12-31,33057.5,197230.69,194837.52,27308.67,63720.23,5748.7,1384.81,2151.91,83845.2,57526.26,72907.48,51367.55,6.0
Tata Steel,2018-03-31,31938.46,212873.38,217107.33,28193.93,65785.83,5554.1,1380.26,2079.06,74702.58,60913.92,81240.76,59094.32,6.0
Tata Steel,2018-06-30,37128.47,218800.82,222943.88,30817.49,71907.49,6903.91,1924.39,5966.21,89963.35,63883.68,80407.03,61513.53,6.25
Tata Steel,2018-09-30,39434.06,219293.03,217848.14,30045.52,70106.22,7332.63,1881.48,6336.7,84202.33,63966.74,78569.2,58601.86,6.25
Tata Steel,2018-12-31,42568.53,229958.0,233200.84,30671.31,71566.39,7915.47,1939.28,6840.38,96809.47,67017.43,84106.31,64038.36,6.25
Tata Steel,2019-03-31,40357.81,228778.94,224853.41,29725.84,69360.3,7504.39,1906.24,6485.14,86283.52,66616.99,81095.72,59842.73,6.25
Tata Steel,2019-06-30,31635.73,234674.2,232501.7,34575.33,80675.76,3951.27,1880.92,4563.54,94857.2,66378.43,82881.61,54774.63,5.15
Tata Steel,2019-09-30,33571.76,245520.72,250166.73,35558.78,82970.5,4193.08,1856.68,4842.82,105529.93,70111.54,89178.8,60612.68,5.15
Tata Steel,2019-12-31,37732.03,242882.52,240729.31,34589.02,80707.71,4712.69,1878.71,5442.95,106162.21,69994.16,85814.57,56735.41,5.15
Tata Steel,2020-03-31,36319.35,246483.17,243845.85,34525.0,80558.32,4536.25,1868.14,5239.17,95322.51,71656.01,86925.55,57363.55,5.15
Tata Steel,2020-06-30,35463.82,249563.9,251300.81,26735.08,62381.86,6913.4,1890.74,10046.24,105542.57,68033.15,80822.32,84210.91,4.0
Tata Steel,2020-09-30,37670.97,243047.24,239614.65,26175.33,61075.76,7343.67,1925.26,10671.48,110628.18,68408.96,77063.87,78613.73,4.0
Tata Steel,2020-12-31,41973.92,241126.17,237101.64,26107.16,60916.71,8182.5,1875.5,11890.42,113204.62,70026.36,76255.65,77586.68,4.0
Tata Steel,2021-03-31,40588.27,246873.03,249873.08,26872.94,62703.54,7912.37,1906.57,11497.9,106896.84,73928.61,80363.14,84164.25,4.0
Tata Steel,2021-06-30,56382.25,249927.68,246369.5,22345.57,52139.67,14673.41,1365.8,10257.05,129625.32,103239.32,99402.0,79471.76,4.0
Tata Steel,2021-09-30,58958.18,258768.24,254444.45,22289.53,52008.91,15343.79,1364.84,10725.67,126281.69,105763.65,102659.98,81870.67,4.0
Tata Steel,2021-12-31,63295.6,267959.61,263211.14,22266.6,51955.4,16472.59,1383.11,11514.73,125448.37,108435.22,106197.05,84604.32,4.0
Tata Steel,2022-03-31,63879.52,283261.22,284102.93,22735.66,53049.87,16624.56,1377.79,11620.96,130504.14,113558.44,114626.2,93243.3,4.0
Tata Steel,2022-06-30,56901.6,281057.34,278964.87,25278.29,58982.68,7552.49,1597.57,5069.99,143222.09,93519.95,96916.73,94516.76,6.5
Tata Steel,2022-09-30,60838.15,288332.52,292824.96,25864.71,60350.99,8074.99,1605.58,5420.74,139428.46,98275.67,101731.94,101514.31,6.5
Tata Steel,2022-12-31,62711.79,287403.85,290181.8,25714.06,59999.48,8323.67,1574.08,5587.68,142186.8,100274.41,100813.66,100012.08,6.5
Tata Steel,2023-03-31,63815.7,283813.81,282240.39,25326.71,59095.66,8470.19,1596.06,5686.04,150551.08,101296.3,98054.69,95809.7,6.5
Tata Steel,2023-06-30,52414.59,280857.16,280340.27,26076.52,60845.21,5088.43,1864.1,4643.12,166133.85,83824.34,83156.27,93715.67,6.5
Tata Steel,2023-09-30,54886.97,282362.4,287461.24,26596.35,62058.16,5328.45,1854.21,4862.13,151160.5,87806.06,85268.54,98011.83,6.5
Tata Steel,2023-12-31,60401.85,273219.56,273106.17,26113.76,60932.1,5863.83,1882.95,5350.67,163131.26,88481.56,81010.45,91427.74,6.5
Tata Steel,2024-03-31,59182.21,267934.99,266565.02,25991.02,60645.72,5745.43,1880.95,5242.63,163562.94,90323.79,79070.17,88818.54,6.5
Tata Steel,2024-06-30,49182.86,267438.98,264072.15,28082.26,65525.27,5693.29,1840.45,5207.18,172246.94,82130.71,73556.24,84708.76,6.25
Tata Steel,2024-09-30,52639.37,275934.26,279529.25,28810.83,67225.28,6093.4,1811.97,5573.14,172448.79,86538.87,77861.75,91993.41,6.25
Tata Steel,2024-12-31,58837.72,274703.04,275486.06,28521.37,66549.86,6810.91,1869.75,6229.38,168371.46,87923.86,76735.54,89751.89,6.25
Tata Steel,2025-03-31,56935.73,273997.86,272544.48,28289.44,66008.7,6590.74,1857.11,6028.01,166771.92,89445.02,75916.17,88071.51,6.25
Tata Steel,2025-06-30,53574.11,284045.93,287408.2,28042.66,65432.87,7927.88,1816.48,8092.2,189603.94,94456.0,78532.62,100003.27,6.0
Tata Steel,2025-09-30,57463.85,282763.44,279576.22,27402.21,63938.49,8503.48,1771.72,8679.73,211970.3,94793.34,76392.58,95056.46,6.0
Tata Steel,2025-12-31,60021.49,285433.59,279732.38,27161.03,63375.74,8881.96,1774.78,9066.05,211861.41,96431.63,76435.25,94272.46,6.0
Tata Steel,2026-03-31,62006.54,299483.3,302481.32,27992.04,65314.76,9175.71,1800.88,9365.89,188865.55,101930.27,82651.26,105057.96,6.0
Tech Mahindra,2014-06-30,5793.97,18488.94,18619.4,211.48,493.46,1073.96,17.43,627.01,41748.2,10962.21,12331.32,6517.61,7.75
Tech Mahindra,2014-09-30,5548.04,18836.11,18816.64,209.78,489.49,1028.38,17.43,600.4,41229.52,11168.04,12461.95,6533.75,7.75
Tech Mahindra,2014-12-31,5694.82,19217.24,19083.62,208.54,486.59,1055.58,16.93,616.28,42904.48,11394.02,12638.77,6587.19,7.75
Tech Mahindra,2015-03-31,5535.8,19617.05,19388.78,207.56,484.3,1026.11,17.58,599.07,40571.06,11631.07,12840.87,6660.96,7.75
Tech Mahindra,2015-06-30,6505.68,20456.11,20395.16,326.32,761.42,1046.06,24.51,770.3,48801.48,13054.36,14748.8,6177.5,6.75
Tech Mahindra,2015-09-30,6433.14,21140.59,21094.78,326.59,762.05,1034.39,23.8,761.71,50742.89,13418.11,15254.73,6394.62,6.75
Tech Mahindra,2015-12-31,6776.6,21889.29,21922.88,327.8,764.87,1089.62,23.85,802.38,51489.16,13822.3,15853.57,6670.3,6.75
Tech Mahindra,2016-03-31,6578.98,22194.96,21869.76,322.5,752.51,1057.84,24.57,778.98,51660.43,13947.6,15815.16,6546.59,6.75
Tech Mahindra,2016-06-30,7395.15,23573.37,23739.91,412.7,962.96,1061.78,32.82,1033.1,52909.31,14902.69,15331.59,7573.15,6.25
Tech Mahindra,2016-09-30,7476.79,24127.93,23965.96,407.05,949.78,1073.5,31.96,1044.51,55829.43,15096.07,15477.57,7540.66,6.25
Tech Mahindra,2016-12-31,7401.22,24876.75,24583.01,404.96,944.91,1062.65,32.8,1033.95,56670.57,15413.87,15876.07,7695.14,6.25
Tech Mahindra,2017-03-31,7389.52,25939.45,25822.44,407.95,951.89,1060.97,31.69,1032.32,52211.42,15925.83,16676.52,8142.8,6.25
Tech Mahindra,2017-06-30,7603.0,27305.56,27461.5,723.21,1687.48,1163.69,41.28,878.08,62692.46,17118.13,15998.08,8342.41,6.0
Tech Mahindra,2017-09-30,7913.25,28585.01,28930.13,727.78,1698.16,1211.17,40.3,913.91,59947.88,17692.01,16853.65,8844.15,6.0
Tech Mahindra,2017-12-31,7863.82,29862.86,30397.63,731.98,1707.95,1203.61,39.98,908.2,57856.48,18262.25,17708.56,9346.34,6.0
Tech Mahindra,2018-03-31,7613.03,30301.67,30172.9,716.04,1670.77,1165.22,40.92,879.24,61631.4,18322.8,17577.64,9075.31,6.0
Tech Mahindra,2018-06-30,8656.62,30845.87,30510.68,592.29,1382.02,1562.54,33.57,1104.32,63058.83,18153.49,17119.04,10075.35,6.25
Tech Mahindra,2018-09-30,8581.24,31514.38,31095.9,590.85,1378.65,1548.93,33.22,1094.7,66276.01,18598.65,17447.4,10243.56,6.25
Tech Mahindra,2018-12-31,8633.38,32801.19,32910.49,600.8,1401.86,1558.34,32.66,1101.35,72024.96,19409.44,18465.54,11023.83,6.25
Tech Mahindra,2019-03-31,8504.01,33666.39,33888.24,602.75,1406.41,1534.99,33.38,1084.85,66976.65,19971.74,19014.13,11388.2,6.25
Tech Mahindra,2019-06-30,9328.21,34420.38,34426.77,1101.2,2569.48,1392.35,47.83,1102.65,70004.5,19777.39,20801.08,10919.18,5.15
Tech Mahindra,2019-09-30,9323.03,34728.71,34087.48,1080.67,2521.57,1391.58,48.31,1102.03,74392.7,19933.18,20596.08,10609.97,5.15
Tech Mahindra,2019-12-31,9481.91,36352.83,36355.66,1101.09,2569.2,1415.29,47.85,1120.81,80979.07,20844.2,21966.54,11529.73,5.15
Tech Mahindra,2020-03-31,9337.15,37762.54,38212.37,1114.12,2599.6,1393.68,48.16,1103.7,80425.05,21631.65,23088.39,12261.96,5.15
Tech Mahindra,2020-06-30,9439.27,37716.3,37544.39,866.33,2021.44,1694.61,43.46,2018.27,91469.75,22492.91,19177.01,11169.89,4.0
Tech Mahindra,2020-09-30,9575.71,39018.38,39584.86,882.94,2060.18,1719.1,42.77,2047.44,84849.29,23543.52,20219.25,12002.64,4.0
Tech Mahindra,2020-12-31,9218.88,38901.67,38772.78,867.42,2023.97,1655.04,43.59,1971.14,90258.31,23738.38,19804.45,11549.77,4.0
Tech Mahindra,2021-03-31,9295.67,39693.38,39784.98,872.31,2035.39,1668.83,44.07,1987.56,79048.6,24484.37,20321.46,11918.13,4.0
Tech Mahindra,2021-06-30,11477.49,40464.17,40125.69,778.83,1817.27,2061.76,40.77,1358.66,94861.09,24258.84,22208.43,13358.01,4.0
Tech Mahindra,2021-09-30,11401.15,41492.59,40982.52,775.75,1810.07,2048.05,40.43,1349.62,89670.15,24815.79,22682.67,13589.21,4.0
Tech Mahindra,2021-12-31,11026.13,43163.46,43114.47,784.51,1830.52,1980.68,41.21,1305.23,91171.14,25756.56,23862.64,14457.63,4.0
Tech Mahindra,2022-03-31,10937.95,45197.59,45992.93,799.22,1864.85,1964.84,40.48,1294.79,92933.49,26912.39,25455.79,15712.1,4.0
Tech Mahindra,2022-06-30,13712.68,44194.21,43627.05,811.45,1893.39,1997.59,81.45,1433.8,113448.78,25096.44,26073.22,14248.9,6.5
Tech Mahindra,2022-09-30,13290.81,45994.53,46884.46,837.9,1955.11,1936.13,82.18,1389.69,99082.81,26614.98,28019.98,15811.99,6.5
Tech Mahindra,2022-12-31,13000.12,45077.4,44684.01,814.83,1901.26,1893.79,82.22,1359.29,101374.04,26563.04,26704.9,14654.82,6.5
Tech Mahindra,2023-03-31,12954.29,46330.15,46838.83,831.03,1939.06,1887.11,79.94,1354.5,100522.16,27785.76,27992.71,15666.91,6.5
Tech Mahindra,2023-06-30,12973.82,45028.08,44899.03,758.92,1770.81,1124.32,98.42,1590.91,110531.38,24191.37,26924.44,14466.92,6.5
Tech Mahindra,2023-09-30,13220.11,44954.04,45424.96,769.07,1794.5,1145.66,96.08,1621.11,127104.04,25177.62,27239.82,14832.21,6.5
Tech Mahindra,2023-12-31,12946.62,43778.16,43737.85,760.4,1774.26,1121.96,98.14,1587.58,117459.35,25548.76,26228.12,14120.27,6.5
Tech Mahindra,2024-03-31,13301.17,42865.63,42584.11,756.1,1764.24,1152.69,99.54,1631.05,121780.67,26055.75,25536.26,13670.09,6.5
Tech Mahindra,2024-06-30,13586.31,43444.06,43459.63,607.72,1418.01,1785.59,81.99,1483.55,132917.67,24909.0,26588.06,14613.84,6.25
Tech Mahindra,2024-09-30,13071.1,43083.53,42467.97,598.82,1397.25,1717.88,81.98,1427.29,135639.21,25207.68,25981.38,14071.31,6.25
Tech Mahindra,2024-12-31,13074.17,43820.29,43653.72,605.19,1412.11,1718.29,79.79,1427.63,144616.99,26146.26,26706.8,14618.07,6.25
Tech Mahindra,2025-03-31,12893.28,43527.87,42801.08,597.36,1393.83,1694.51,80.75,1407.88,126525.45,26469.53,26185.17,14147.02,6.25
Tech Mahindra,2025-06-30,14152.24,45053.33,44618.64,649.47,1515.44,2250.06,84.29,1537.4,145594.97,26724.67,27996.45,15607.13,6.0
Tech Mahindra,2025-09-30,13851.75,47589.36,48477.49,668.04,1558.76,2202.29,83.59,1504.76,160672.98,28231.56,30417.73,17441.65,6.0
Tech Mahindra,2025-12-31,14063.03,48728.24,49526.59,666.54,1555.27,2235.88,84.49,1527.71,138148.41,28909.69,31076.0,17779.25,6.0
Tech Mahindra,2026-03-31,14468.52,48364.25,47573.64,645.08,1505.19,2300.35,85.76,1571.76,141874.74,28696.11,29850.6,16528.2,6.0
Titan Company,2014-06-30,2633.06,5492.58,5558.03,30.36,70.83,254.84,20.36,111.18,84807.34,2803.39,4841.02,2572.52,7.75
Titan Company,2014-09-30,2899.8,5498.33,5423.1,29.59,69.04,280.66,20.28,122.44,88946.01,2806.32,4723.5,2446.57,7.75
Titan Company,2014-12-31,3333.72,5803.04,5885.95,30.43,71.0,322.65,20.1,140.76,91847.14,2961.85,5126.63,2730.67,7.75
Titan Company,2015-03-31,3144.07,5783.67,5700.55,29.57,68.99,304.3,20.64,132.75,82130.99,2951.96,4965.15,2569.94,7.75
Titan Company,2015-06-30,2433.72,6023.45,6060.62,34.11,79.59,202.67,10.67,124.32,91215.34,3181.16,5192.91,2618.25,6.75
Titan Company,2015-09-30,2668.46,6003.28,5903.26,33.34,77.78,222.21,10.55,136.31,102502.11,3193.0,5058.07,2492.39,6.75
Titan Company,2015-12-31,3157.39,6339.79,6458.25,34.53,80.58,262.93,10.5,161.29,95320.99,3394.82,5533.6,2824.72,6.75
Titan Company,2016-03-31,3103.94,6376.16,6410.51,34.08,79.53,258.48,10.57,158.56,91429.4,3436.41,5492.7,2767.24,6.75
Titan Company,2016-06-30,2984.27,6765.84,6674.43,556.97,1299.6,261.95,9.47,385.27,99746.59,3781.41,5267.78,1795.63,6.25
Titan Company,2016-09-30,3160.78,7439.71,7504.99,569.55,1328.96,277.44,9.51,408.06,114938.09,3971.34,5923.3,2064.69,6.25
Titan Company,2016-12-31,3554.75,7792.83,7695.39,557.54,1300.93,312.02,9.59,458.92,114382.79,3989.88,6073.57,2072.42,6.25
Titan Company,2017-03-31,3615.23,8478.71,8550.01,569.35,1328.48,317.33,9.52,466.73,104969.54,4178.85,6748.08,2351.34,6.25
Titan Company,2017-06-30,3540.26,8672.1,8657.97,506.47,1181.77,361.05,13.42,-11.2,118408.19,4618.39,7245.74,2487.57,6.0
Titan Company,2017-09-30,3827.17,8905.41,8846.71,503.96,1175.9,390.31,13.42,-12.11,114840.38,4719.63,7403.69,2529.17,6.0
Titan Company,2017-12-31,4489.39,9095.1,8949.81,499.2,1164.79,457.85,13.42,-14.2,116122.07,4798.08,7489.98,2534.48,6.0
Titan Company,2018-03-31,4219.47,9502.09,9483.22,506.29,1181.35,430.32,13.17,-13.35,125988.81,4991.07,7936.38,2723.71,6.0
Titan Company,2018-06-30,4390.84,10008.8,9949.69,713.66,1665.21,442.66,13.31,275.94,143118.53,5499.76,8499.3,2742.6,6.25
Titan Company,2018-09-30,4689.42,10672.46,10729.72,721.75,1684.09,472.76,13.5,294.7,127589.94,5712.44,9165.62,2991.15,6.25
Titan Company,2018-12-31,5496.72,11245.95,11329.76,723.25,1687.58,554.15,13.16,345.44,126360.49,5874.94,9678.19,3164.98,6.25
Titan Company,2019-03-31,5187.67,11582.21,11455.82,710.07,1656.82,522.99,13.44,326.02,143022.86,5915.73,9785.87,3141.85,6.25
Titan Company,2019-06-30,4570.1,12263.0,12358.24,1076.9,2512.76,534.68,41.74,-75.55,152297.08,6133.77,9795.16,3046.43,5.15
Titan Company,2019-09-30,4941.44,12391.22,12159.85,1048.65,2446.84,578.13,41.02,-81.68,147221.65,6134.28,9637.92,2918.88,5.15
Titan Company,2019-12-31,5842.5,13279.8,13476.98,1084.47,2530.42,683.55,42.23,-96.58,158459.58,6510.76,10681.88,3345.55,5.15
Titan Company,2020-03-31,5728.87,13414.13,13285.51,1058.35,2469.49,670.26,41.77,-94.7,161891.62,6516.91,10530.12,3218.61,5.15
Titan Company,2020-06-30,4810.46,14046.97,13828.39,1665.08,3885.19,383.39,50.87,919.91,168786.04,6745.77,9304.98,2739.37,4.0
